Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
5103,Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2820660.0,,,Menos de un sueldo,Performance de la compañía,Dos,45.0,Octubre,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",2,"Sí, estoy buscando activamente.",,Business Analyst,12,0,0,0,"Azure, SAP","HTML, SQL",SAP,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,Si dos ajustes por inflacion y comparacion con el mercado relevante.,Teva,4,5,,Responder sobre mis estudios,Terciario,Completo,Profesorado General,,Terminar encuesta,,,,32,Hombre Cis,Sí,False,Senior,3300000.0
5104,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2500000.0,,,Un sueldo,Performance individual,Más de tres,100.0,Octubre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",4,"Sí, estoy buscando activamente.",,Architect,4,1,0,0,"Azure, Mainframe",COBOL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,De 5001 a 10000 personas,100% presencial,0,,Fiserv,6,2,,Terminar encuesta,,,,,,,,,24,Hombre Cis,Sí,False,Semi-Senior,3200000.0
5105,Buenos Aires,Full-Time,Freelance,5000000.0,1500000.0,,,No,No recibo bono,Dos,70.0,Septiembre,2,Ninguna de las anteriores,2,"No, estoy muy conforme.",,Developer,25,25,25,0,"Amazon Web Services, Firebase, Linux, VMWare","HTML, Javascript, PHP, SQL","Laravel, Node.js, Vue.js, Nativescript, tailwindcss","MySQL, Redis, SQLite",PestPHP,De 2 a 10 personas,100% remoto,0,,,0,2,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,43,Hombre Cis,No,False,Senior,5000000.0
5106,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1250000.0,,,Un sueldo,Performance individual,Tres,90.0,Septiembre,1,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,3,3,1,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,no se aumento,,7,5,,Terminar encuesta,,,,,,,,,32,Hombre Cis,Sí,False,Semi-Senior,1500000.0
5107,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1052000.0,917000.0,,,No,No recibo bono,Tres,100.0,Noviembre,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,0,0,0,0,"Azure, VMWare, Windows Server","Python, SQL, VBA, PowerBI",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Ajustes trimestrales,EY,7,5,,Terminar encuesta,,,,,,,,,37,Hombre Cis,Sí,False,Junior,1052000.0
5108,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2000000.0,,,Menos de un sueldo,Mix de las anteriores,No,0.0,Diciembre,3,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Networking,10,12,6,2,"Linux, VMWare, Windows Server, Cisco, juniper, Fortinet, Mikrotik, ubiquiti",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,"Paritarias, nada mas",,7,3,,Responder sobre guardias,,,,,,"Sí, pasiva",150000.0,Bruto,35,Hombre Cis,Sí,False,Senior,2500000.0
5109,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3600000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,118.0,Diciembre,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles",2,"No, pero escucho ofertas.",,Data Engineer,4,3,3,0,Amazon Web Services,"Python, SQL",Spark,Apache Hive,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),3,,,7,1,,Terminar encuesta,,,,,,,,,27,Hombre Cis,Sí,False,Semi-Senior,4000000.0
5110,Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,1000000.0,,,No,No recibo bono,Dos,3.0,Octubre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",2,"No, pero escucho ofertas.",,Technical Support,3,3,3,0,Windows Server,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,,6,0,,Terminar encuesta,,,,,,,,,29,Hombre Cis,No,False,Semi-Senior,1200000.0
5111,San Luis,Part-Time,Contractor,535000.0,519000.0,,,Menos de un sueldo,Performance individual,Más de tres,210.0,Diciembre,3,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,1,1,1,0,"Docker, Linux","Java, SQL",Spring,PostgreSQL,JUnit,De 51 a 100 personas,100% remoto,0,Ajuste según inflación cada 3 meses. Evaluación de desempeño cada 6 meses,,8,3,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,,Terminar encuesta,,,,29,Hombre Cis,Sí,False,Junior,535000.0
5112,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1900000.0,1600000.0,,,No,No recibo bono,Tres,80.0,Octubre,2,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",,UX Designer,7,2,2,5,"Firebase, Google Cloud Platform",C#,"Angular, Bootstrap, Flutter",Google Cloud Storage,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Ajuste por inflación en base al IPC.,Noncomformist,7,5,,Terminar encuesta,,,,,,,,,32,Hombre Cis,Sí,False,Senior,1900000.0
5113,Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,790000.0,750000.0,,,No,No recibo bono,Uno,15.0,Diciembre,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Developer,3,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL, TypeScript","jQuery, Node.js, Vue.js, WordPress","MySQL, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,"No, tuve que pedir un aumento de manera particular",,6,3,,Responder sobre mis estudios,Universitario,En curso,Diseño Gráfico,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,22,Mujer Cis,No,False,Semi-Senior,790000.0
5114,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1260000.0,,,No,No recibo bono,Más de tres,90.0,Diciembre,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,4,2,2,0,"Docker, Kubernetes, Linux","Javascript, PHP, Python","Bootstrap, Django, Node.js, Vue.js, WordPress","MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,"Si, convenio de judiciales",Ministerio Público Fiscal,3,5,,Terminar encuesta,,,,,,,,,35,Hombre Cis,Sí,False,Semi-Senior,1500000.0
5115,Buenos Aires,Part-Time,Staff (planta permanente),1067000.0,800585.0,,,No,No recibo bono,Dos,5.0,Septiembre,2,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Docente,16,15,15,0,"Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,administración publica,UTN,5,3,,Terminar encuesta,,,,,,,,,54,Hombre Cis,No,False,Senior,1067000.0
5116,Buenos Aires,Part-Time,Contractor,3800000.0,3000000.0,,,No,No recibo bono,Tres,70.0,Noviembre,3,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,20,20,15,0,"Google Cloud Platform, Linux, VMWare, PROXMOX","Bash/Shell, C, HTML, PHP, SQL","Laravel, WordPress, SCRIPCASE","MariaDB, MongoDB, MySQL, PostgreSQL, FIREBIRD",Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),1,NO,,10,0,,Terminar encuesta,,,,,,,,,60,Hombre Cis,Sí,False,Senior,3800000.0
5117,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,1700000.0,,,No,No recibo bono,Tres,40.0,Octubre,2,"Abono de celular, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",,DBA (Database Administrator),30,25,25,0,"AIX, HP-UX, Linux, Solaris, VMWare, Windows Server","Bash/Shell, C, Perl, SQL",Ninguno de los anteriores,"IBM Db2, MySQL, Oracle",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,,,2,2,,Terminar encuesta,,,,,,,,,60,Hombre Cis,Sí,False,Senior,2100000.0
5118,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1414000.0,1208480.0,,,Un sueldo,Performance de la compañía,Más de tres,112.0,Noviembre,4,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,1,1,1,0,Jira,".NET, C#, CSS, HTML, Javascript","Bootstrap, Node.js, React.js, Material ui",Ninguna de las anteriores,Postman,De 51 a 100 personas,100% remoto,0,IPC y ajuste de sueldo por categoría,,6,4,,Responder sobre guardias,Terciario,Completo,Creatividad publicitaria,,Terminar encuesta,No,0.0,Bruto,33,Mujer Cis,Sí,False,Junior,1414000.0
5119,Buenos Aires,Full-Time,Staff (planta permanente),3400000.0,2400000.0,,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Manager / Director,15,11,4,5,"Docker, Linux","Bash/Shell, COBOL, PHP, Python, SQL",Bootstrap,"PostgreSQL, SQLite",Postman,De 101 a 200 personas,Híbrido (presencial y remoto),4,No,,0,5,No,Terminar encuesta,,,,,,,,,36,Hombre Cis,No,False,Senior,3400000.0
5120,Santa Fe,Full-Time,Staff (planta permanente),3631205.0,2949216.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,10.0,Noviembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Developer,4,0,4,0,"Amazon Web Services, Docker","Go, Java, Kotlin",Spring,Ninguna de las anteriores,JUnit,Más de 10000 personas,Híbrido (presencial y remoto),1,,,9,3,,Responder sobre mis estudios,Universitario,Completo,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,30,Hombre Cis,Sí,False,Semi-Senior,3631205.0
5121,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1216000.0,1016000.0,,,No,No recibo bono,No,0.0,No tuve,3,Clases de idiomas,3,"No, pero escucho ofertas.",,Developer,3,0,0,0,Windows Server,"HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js",PostgreSQL,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,,Trans Industrias Electrónicas S.A.,10,4,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,27,Hombre Cis,Sí,False,Semi-Senior,1216000.0
5122,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1600000.0,,No,De uno a tres sueldos,Mix de las anteriores,Tres,60.0,Septiembre,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",,Sales / Pre-Sales,25,6,6,1,"Docker, Google Cloud Platform, Linux, VMWare","Bash/Shell, SQL",Ninguno de los anteriores,"ElasticSearch, Neo4j",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),1,Si,X,8,4,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Telecomunicaciones,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,46,Hombre Cis,No,False,Senior,2000000.0
5123,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,2200000.0,,,No,No recibo bono,Uno,3.0,Diciembre,1,Capacitaciones y/o cursos,1,"Sí, estoy buscando activamente.",,Developer,10,0,0,0,"Arduino o similar, Docker, Google Cloud Platform, Linux, OpenShift, Serverless","Java, Javascript, Python, SQL","Hibernate, React.js, Spring","Amazon DynamoDB, MongoDB, MySQL, Oracle, PostgreSQL, SQLite","Cypress, JUnit, Postman, Selenium",De 201 a 500 personas,100% remoto,0,"Sí, en funcion del indice de inflacion",CyS Talent - Adcenture - Santader Tecnologia,8,4,"Buen equipo y lugar, el tema es sueldos bajos debido a 2 consultoras intermediarias",Terminar encuesta,,,,,,,,,49,Mujer Cis,Sí,False,Senior,2500000.0
5124,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2100000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,100.0,Octubre,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Technical Leader,1,5,1,2,Ninguna de las anteriores,"Javascript, Python",Node.js,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,Si,,6,4,,Terminar encuesta,,,,,,,,,28,Hombre Cis,Sí,False,Junior,2500000.0
5125,Buenos Aires,Full-Time,Contractor,4700000.0,3800000.0,,,De uno a tres sueldos,Performance individual,Más de tres,20.0,Diciembre,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Technical Leader,30,25,20,2,"Arduino o similar, Docker, Google Cloud Platform, Microcontroladores, VMWare, Windows Server","Arduino, Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Visual Studio Coded UI,De 201 a 500 personas,100% presencial,0,,,6,4,,Terminar encuesta,,,,,,,,,53,Hombre Cis,Sí,False,Senior,4700000.0
5126,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5300000.0,4285199.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,0.0,Diciembre,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Technical Leader,22,0,3,4,"Amazon Web Services, Docker, Firebase, Kubernetes, Serverless","Javascript, TypeScript","Node.js, React.js","Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis",Jest,De 201 a 500 personas,100% remoto,0,"Sí, si no recuerdo mal 2 ajustes, alineados con la inflación.",Personal Pay,6,2,,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Responder sobre guardias,"Sí, pasiva",0.0,Neto,44,Hombre Cis,Sí,False,Senior,5300000.0
