Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
37,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2371600.0,1946778.0,Cobro parte del salario en dólares,,No,No recibo bono,Dos,60.0,Junio,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc)",3,"No, estoy muy conforme.",,Consultant,8,2,2,4,SAP,"ABAP, SQL","SAP, SAP Hana",HANA,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,Se modificó de ajustes cuatrimestrales a semestrales,Geonosis,7,2,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UAI - Universidad Abierta Interamericana,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,29,Hombre Cis,Sí,True,Senior,2371600.0
38,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2800000.0,2800000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,1,Clases de idiomas,2,"No, pero escucho ofertas.",,Manager / Director,3,0,3,10,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,,,7,4,,Terminar encuesta,,,,,,,,,40,Hombre Cis,No,True,Semi-Senior,2800000.0
39,Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,1950000.0,Cobro parte del salario en dólares,983,Menos de un sueldo,Mix de las anteriores,Tres,30.0,Diciembre,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Developer,5,3,3,0,"Amazon Web Services, Docker, Kubernetes",".NET, HTML, Javascript, PHP, SQL",".NET Core, jQuery, Next.js, React.js, Symfony","Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis","PHPUnit, Postman",De 201 a 500 personas,100% remoto,0,,,0,2,,Responder sobre guardias,,,,,,"Sí, pasiva",22300.0,Bruto,25,Hombre Cis,No,True,Semi-Senior,2200000.0
40,Mendoza,Full-Time,Staff (planta permanente),1130453.0,909532.0,Cobro parte del salario en dólares,,No,No recibo bono,Tres,91.0,Octubre,2,Abono de Internet,1,"Sí, estoy buscando activamente.",,Business Analyst,3,2,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Postman,De 1001 a 2000 personas,100% remoto,0,Insulsa,Avature,5,2,,Responder sobre mis estudios,Universitario,Completo,Ingeniería Industrial,UNCUYO - Universidad Nacional de Cuyo,Terminar encuesta,,,,32,Hombre Cis,No,True,Semi-Senior,1130453.0
41,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),290000.0,2600000.0,Cobro todo el salario en dólares,1074,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,3,0,3,0,"Amazon Web Services, Serverless","Javascript, TypeScript","Next.js, Node.js","Amazon DynamoDB, Microsoft SQL Server, PostgreSQL, SQLite",Puppeteer,De 51 a 100 personas,100% remoto,0,No,Flydevs,9,4,,Responder sobre mis estudios,Universitario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,26,Hombre Cis,No,True,Semi-Senior,290000.0
42,Córdoba,Full-Time,Contractor,1600000.0,1600000.0,Cobro todo el salario en dólares,1060,No,No recibo bono,No,0.0,Agosto,1,Horarios flexibles,2,"Sí, estoy buscando activamente.",,Developer,11,0,0,0,"Docker, Linux",Python,"Drupal, FastApi",PostgreSQL,pytest,De 2 a 10 personas,100% remoto,0,,,7,5,,Terminar encuesta,,,,,,,,,38,Hombre Cis,Sí,True,Senior,1600000.0
43,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,2002000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Tres,40.0,Octubre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc)",4,"No, pero escucho ofertas.",,Developer,3,3,3,0,OpenShift,"Java, SQL, TypeScript",Angular,"ElasticSearch, Oracle","Cypress, JUnit, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),1,,,6,3,,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,29,Hombre Cis,No,True,Semi-Senior,2400000.0
44,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3500000.0,3000000.0,Cobro todo el salario en dólares,,Un sueldo,No estoy segura,No,0.0,No tuve,3,"Aguinaldo (a pesar de ser contractor), Feriados de Argentina",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,6,0,4,0,"Amazon Web Services, Docker, Kubernetes, Linux",Go,Ninguno de los anteriores,"Amazon RDS/Aurora, Redis",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,,5,5,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,29,Mujer Cis,Sí,True,Senior,3500000.0
46,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),10000000.0,10000000.0,Cobro todo el salario en dólares,1100,De uno a tres sueldos,Performance individual,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs",4,"No, estoy muy conforme.",,Manager / Director,14,1,2,170,Ninguna de las anteriores,"C, C++, Java, Javascript, Python, TypeScript, Orientado a GenAI","Django, Next.js, Node.js, React.js, Vue.js, Orientado a GenAI",Redash + Snowflake,JUnit,De 501 a 1000 personas,100% remoto,0,,Scale.AI,9,5,,Terminar encuesta,,,,,,,,,37,Hombre Cis,Sí,True,Senior,10000000.0
47,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,1200000.0,Cobro parte del salario en dólares,1008,No,No recibo bono,Uno,8.0,Diciembre,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Stock options / RSUs",2,"No, pero escucho ofertas.",,Data Engineer,5,4,2,0,"Google Cloud Platform, Linux, Serverless","Python, SQL","Hadoop, Spark, Beam","Google Cloud Storage, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,"Si , pero poco",Globant,7,4,Esta bueno para formarte pero los sueldos no son competitivos,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,37,Hombre Cis,No,True,Semi-Senior,1400000.0
48,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,1450000.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,50.0,Abril,3,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Developer,2,4,2,0,"Amazon Web Services, Firebase, zoho","Javascript, deluge",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Sí por ley,,7,5,Si bien es bueno hay una transición a formalizar los departamentos y RRHH es muy poco profesional,Responder sobre mis estudios,Universitario,Completo,Aduanas,,Terminar encuesta,,,,36,Hombre Cis,Sí,True,Junior,1800000.0
49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1350000.0,1010000.0,Cobro parte del salario en dólares,1023,No,No recibo bono,Más de tres,60.0,Diciembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,Developer,2,2,2,0,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,No,Accenture,7,3,,Terminar encuesta,,,,,,,,,26,Mujer Cis,No,True,Junior,1350000.0
50,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1138082.0,944609.0,Cobro parte del salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, pero escucho ofertas.",,Developer,0,0,0,0,"Amazon Web Services, Docker",Java,"Hibernate, Spring",Ninguna de las anteriores,"JUnit, Postman",De 2001a 5000 personas,100% remoto,0,,,7,2,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,23,Mujer Cis,No,True,Junior,1138082.0
51,Buenos Aires,Full-Time,Contractor,3800000.0,3800000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,Uno,12.0,Marzo,1,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,9,3,6,0,"Amazon Web Services, Docker, Kubernetes, Linux, OpenShift, OpenStack, VMWare","Bash/Shell, PHP, Python",Ninguno de los anteriores,"ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,,6,2,,Terminar encuesta,,,,,,,,,29,Hombre Cis,Sí,True,Senior,3800000.0
52,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1400000.0,1400000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1100,Un sueldo,Votado por decisión colectiva,No,0.0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,5,2,5,1,"Docker, Firebase, Linux",".NET, C#, Javascript, Python","Laravel, Node.js, React.js",PostgreSQL,"Ninguna de las anteriores, ",De 2 a 10 personas,100% remoto,0,,,5,4,,Terminar encuesta,,,,,,,,,22,Hombre Cis,Sí,True,Semi-Senior,1400000.0
53,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1974287.0,1660669.0,Cobro parte del salario en dólares,,No,No recibo bono,Tres,59.0,Octubre,2,Abono de Internet,2,"No, estoy muy conforme.",,Business Analyst,1,0,0,0,"Docker, Kubernetes, Linux",Python,"Flask, React.js",SQLite,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),0,,,8,2,,Responder sobre mis estudios,Doctorado,Completo,Licenciatura en Ciencias Físicas,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Neto,34,Mujer Cis,No,True,Junior,1974287.0
55,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2600000.0,2150000.0,Cobro parte del salario en dólares,1700,No,No recibo bono,Dos,16.0,Septiembre,1,"Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",,Developer,6,3,3,2,"Amazon Web Services, Serverless",Java,"Hibernate, Spring","Amazon DynamoDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No,Globallogic,6,3,,Terminar encuesta,,,,,,,,,27,Hombre Cis,No,True,Senior,2600000.0
56,Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,2300000.0,Cobro parte del salario en dólares,Oficial,No,No recibo bono,Tres,30.0,Octubre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",,Developer,3,1,3,0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, TypeScript","Angular, Node.js",MongoDB,Jest,De 201 a 500 personas,100% remoto,0,,,10,2,,Terminar encuesta,,,,,,,,,26,Hombre Cis,No,True,Semi-Senior,2700000.0
57,Buenos Aires,Full-Time,Staff (planta permanente),3680000.0,3200000.0,Mi sueldo está dolarizado (pero cobro en moneda local),989,No,No recibo bono,Dos,50.0,Junio,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,VP / C-Level,11,9,1,16,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, OpenShift, Serverless, VMWare, Windows Server","Bash/Shell, HTML, Java, Python, SQL","Node.js, Spring, WordPress","Amazon DynamoDB, Amazon RDS/Aurora, Cassandra, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, PostgreSQL, ProxySQL, Redis",Postman,De 11  a 50  personas,100% remoto,0,Veníamos muy bajos y subimos los sueldos a nivel mercado para los técnicos (un % de aumento entre el 50 y 80% dependiendo el perfil),Fusiónglobal,8,2,"Como buena pyme, sigue encontrando su modelo de negocio lo que llevo a malas decisiones comerciales. Este mes trajo un poco más de norte, que motivan de cara a empujar un poco mas",Responder sobre guardias,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Bruto,32,Hombre Cis,Sí,True,Senior,3680000.0
58,Córdoba,Full-Time,Staff (planta permanente),865000.0,865000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Tres,10.0,Octubre,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Networking,5,4,4,1,Ninguna de las anteriores,"HTML, Ninguno de los anteriores",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,5,,,5,4,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Telecomunicaciones,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",10000.0,Bruto,27,Mujer Cis,No,True,Semi-Senior,865000.0
59,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2700000.0,2700000.0,Cobro todo el salario en dólares,1078,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,4,1,1,4,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux",Python,"Flask, TensorFlow, Torch","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Apache Hive, MongoDB, MySQL, Oracle, Redis, SQLite",Postman,De 2 a 10 personas,100% remoto,0,No,Teramot,0,4,,Terminar encuesta,,,,,,,,,32,Hombre Cis,No,True,Semi-Senior,2700000.0
61,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6241971.49,4746000.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,4.0,Julio,1,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",,Developer,21,5,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Java, Python",Spring,MongoDB,JUnit,De 2001a 5000 personas,100% remoto,0,Solo ajuste por desempeño,Medallia,10,5,Es un buen lugar para trabajar pero los sueldos quedaron desactualizados por depender en gran porcentaje (70%) de la cotizacion del dolar (atractiva en otro momento),Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0.0,Neto,43,Hombre Cis,Sí,True,Senior,6241971.49
62,Buenos Aires,Full-Time,Staff (planta permanente),8500000.0,5000000.0,Cobro todo el salario en dólares,1100,Menos de un sueldo,Performance de la compañía,No,0.0,Diciembre,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",,Architect,15,3,2,10,"Amazon Web Services, Kubernetes, Linux, Serverless","Bash/Shell, CSS, HTML, Javascript, Python, SQL","Bootstrap, Flask, Node.js","Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis, SQLite","Cypress, Postman, Selenium",De 51 a 100 personas,100% remoto,0,,,0,5,,Terminar encuesta,,,,,,,,,40,Hombre Cis,Sí,True,Senior,8500000.0
63,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1300000.0,1200000.0,Cobro todo el salario en dólares,1100,Menos de un sueldo,Performance individual,No,0.0,No tuve,3,"Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,2,0,0,0,"Docker, Linux","Javascript, TypeScript",React.js,"MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,,8,2,,Terminar encuesta,,,,,,,,,23,Hombre Cis,No,True,Junior,1300000.0
64,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,10000000.0,10000000.0,Cobro todo el salario en dólares,1100,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",,Manager / Director,20,1,1,3,"Google Cloud Platform, Netlify ","CSS, HTML, Javascript, SQL, TypeScript","Node.js, React.js, WordPress",PostgreSQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,Recovery.com,10,2,,Responder sobre mis estudios,Terciario,Completo,Técnico artes multimedia,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,39,Hombre Cis,Sí,True,Senior,10000000.0
65,Buenos Aires,Full-Time,Contractor,3240000.0,,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,2,Viáticos,4,"No, estoy muy conforme.",,Developer,5,0,0,0,"Docker, Firebase","CSS, Javascript, PHP, TypeScript",Hacklang,"ElasticSearch, Google Cloud Storage, MySQL","Jest, PHPUnit, Postman",De 51 a 100 personas,100% remoto,0,,,8,5,,Terminar encuesta,,,,,,,,,27,Mujer Cis,Sí,True,Semi-Senior,3240000.0
66,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,1000000.0,Cobro parte del salario en dólares,1000,Menos de un sueldo,Performance individual,No,0.0,Enero,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1,"Sí, estoy buscando activamente.",,Business Analyst,7,3,3,2,Google Cloud Platform,"Python, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,No,,3,5,,Responder sobre guardias,Secundario,Completo,Economics,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,34,Hombre Cis,No,True,Senior,1100000.0
67,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2656000.0,Cobro parte del salario en dólares,1033,De uno a tres sueldos,Mix de las anteriores,Tres,89.0,Octubre,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",1,"No, pero escucho ofertas.",,Infosec,8,8,8,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,Accenture,4,0,,Terminar encuesta,,,,,,,,,38,Hombre Cis,Sí,True,Senior,3200000.0
