work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,260000.0,,,No,No recibo bono,Dos,21.0,Mayo,2,Horarios flexibles,2,Developer,1.0,1.0,1.0,0,Docker,".NET, C#, CSS, TypeScript",".NET Core, Vue.js",PostgreSQL,Visual Studio Coded UI,De 201 a 500 personas,100% remoto,0,5,2,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,,,,No,No recibo bono,Uno,20.0,Abril,3,Horarios flexibles,3,Technical Leader,20.0,14.0,3.0,42,"Docker, Linux, OpenShift, Windows Server",".NET, Bash/Shell, C++, C#, SQL",.NET Core,"Microsoft SQL Server, MongoDB, PostgreSQL, SQLite",Postman,De 101 a 200 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,46,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),890000.0,590000.0,,,No,No recibo bono,Uno,40.0,Mayo,3,Horarios flexibles,2,Developer,13.0,6.0,3.0,0,Linux,"Bash/Shell, CSS, HTML, Javascript, Python, SQL","Bootstrap, Django",PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,5,1,Terminar encuesta,,,,,,,,,,45,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),384177.0,318866.0,,,No,No recibo bono,Tres,80.0,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc)",3,DevOps Engineer,2.0,2.0,2.0,0,"Azure, Docker, Kubernetes, Serverless","Bash/Shell, Powershell",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,7,0,Terminar encuesta,,,,,,,,,,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,214000.0,,,No,No recibo bono,Uno,10.0,Febrero,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida",2,Business Analyst,1.0,0.0,0.0,0,"Azure, Windows Server",SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,4,2,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1476700.0,1399700.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,20.0,Abril,2,"Abono de celular, Horarios flexibles",2,Architect,19.0,15.0,5.0,0,"Ninguna de las anteriores, Dynamics",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,0,1,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,39,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),465000.0,430000.0,,,De uno a tres sueldos,Performance individual,Tres,55.0,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,RPA Dev,4.5,4.0,1.0,1,"Windows Server, BluePrism","C#, SQL, VBA",BluePrism,Microsoft SQL Server,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,1,8,0,Responder sobre guardias,Universitario,En curso,Licenciatura en Sistemas de Información,UNGS - Universidad Nacional de General Sarmiento,Terminar encuesta,"Sí, pasiva",0.0,Bruto,Responder sobre mis estudios,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1200000.0,1200000.0,Cobro todo el salario en dólares,480,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,Enero,2,Ninguna de las anteriores,3,Developer,2.0,1.0,1.0,0,Linux,"Bash/Shell, CSS, Go, HTML, Javascript, SQL, TypeScript","Bootstrap, React.js",PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,1,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,45,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),412255.63,341999.78,,,No,No recibo bono,Tres,30.0,Mayo,3,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,3.0,8.0,3.0,0,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Javascript, PHP, Python","Bootstrap, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,7,4,Terminar encuesta,,,,,,,,,,37,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),179000.0,141000.0,,,No,No recibo bono,Uno,15.0,Marzo,2,Ninguna de las anteriores,2,Project Manager,0.0,1.0,0.0,6,"Azure, Kubernetes, SAP, Portal check Service Now AS400",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,5,1,Terminar encuesta,,,,,,,,,,36,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,430000.0,,,Menos de un sueldo,Performance individual,Más de tres,35.0,Mayo,3,Abono de Internet,3,Developer,2.0,2.0,1.0,0,"Amazon Web Services, Docker, Linux, Serverless","Javascript, Python","Vue.js, CakePhp","Amazon DynamoDB, Percona XtraDB Cluster, Redis",Postman,De 101 a 200 personas,100% remoto,0,8,1,Terminar encuesta,,,,,,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),869400.0,869400.0,Cobro todo el salario en dólares,483,Menos de un sueldo,Performance de la compañía,Uno,40.0,Enero,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,1.5,1.5,1.5,0,Ninguna de las anteriores,"CSS, HTML, Javascript","WordPress, Liquid (Shopify)",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,2,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Historia,UNCOMA - Universidad Nacional del Comahu,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,34,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,500000.0,Cobro parte del salario en dólares,"Es directo, me depositan dolares",No,No recibo bono,Más de tres,0.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,3.0,1.0,1.0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",React.js,Ninguna de las anteriores,Jest,De 5001 a 10000 personas,100% remoto,0,8,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería Industrial,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),290000.0,256000.0,,,De uno a tres sueldos,Performance de la compañía,Tres,18.0,Junio,2,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Viáticos",3,Networking,3.0,9.0,3.0,0,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,7,0,Terminar encuesta,,,,,,,,,,44,No entiendo
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),141400.0,216086.0,,,Menos de un sueldo,Mix de las anteriores,Más de tres,5.0,Junio,4,"Capacitaciones y/o cursos, Clases de idiomas",3,Developer,2.0,2.0,1.0,0,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery","Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,5,3,Responder sobre mis estudios,Universitario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",3000.0,Neto,Terminar encuesta,21,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),417974.0,349919.0,,,De uno a tres sueldos,Performance de la compañía,Dos,50.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Prepaga",3,Developer,14.0,13.0,13.0,0,"Docker, Kubernetes, Linux, OpenStack","CSS, HTML, Java, Javascript, Python","Bootstrap, Hibernate, jQuery, Spring",MariaDB,"SoapUI, TestNG, Mockito",De 11  a 50  personas,Híbrido (presencial y remoto),2,9,1,Responder sobre mis estudios,Universitario,Completo,Analista de Sistemas,UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Terminar encuesta,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),290000.0,241000.0,,,No,No recibo bono,Uno,22.0,Marzo,1,Ninguna de las anteriores,2,HelpDesk,6.0,1.0,1.0,0,Amazon Web Services,"CSS, HTML",WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,3,0,Terminar encuesta,,,,,,,,,,42,Hombre a secas
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),238470.0,201430.1,,,No,No recibo bono,Uno,20.0,Marzo,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Designer,2.0,1.0,1.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,4,Terminar encuesta,,,,,,,,,,23,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),393000.0,327000.0,,,Un sueldo,Mix de las anteriores,Uno,30.0,Mayo,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Technical Leader,14.0,2.0,2.0,0,"Amazon Web Services, Docker","PHP, Python, SQL","Symfony, Vue.js","Amazon DynamoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,1,Responder sobre mis estudios,Posgrado/Especialización,En curso,Especialización en Ciencias de Datos,UNS - Universidad Nacional del Sur,Terminar encuesta,,,,,41,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),440000.0,365000.0,,,Menos de un sueldo,Mix de las anteriores,Uno,17.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,9.0,2.0,2.0,0,"Azure, Docker, Kubernetes, Linux","Java, Javascript","React.js, Spring",Microsoft SQL Server,"JUnit, Postman",De 501 a 1000 personas,100% remoto,0,8,2,Responder sobre mis estudios,Universitario,Incompleto,Tecnicatura en Informática,UNGS - Universidad Nacional de General Sarmiento,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),629000.0,443000.0,,,De uno a tres sueldos,Performance grupal,Más de tres,30.0,Julio,2,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Ninguna de las anteriores",3,Technical Leader,8.0,3.0,1.0,7,"Amazon Web Services, Azure, Docker, Linux, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, VBA",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),4,8,3,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),390000.0,325000.0,,,No,No recibo bono,Dos,45.0,Mayo,3,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,Support & Infrastructure IT,9.0,9.0,9.0,0,"Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),4,6,1,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,700000.0,650000.0,Cobro todo el salario en dólares,475,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,Developer,2.0,0.0,0.0,0,"Amazon Web Services, Firebase","Javascript, TypeScript, Solidity ","Next.js, Node.js, React.js, Webflow ","MongoDB, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,9,5,Terminar encuesta,,,,,,,,,,23,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,5000.0,5000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles",4,Developer,6.0,0.0,6.0,0,Ninguna de las anteriores,Kotlin,Ninguno de los anteriores,SQLite,JUnit,De 51 a 100 personas,100% remoto,0,10,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Software,UNS - Universidad Nacional del Sur,Terminar encuesta,,,,,31,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),557500.0,392800.0,,,No,No recibo bono,Uno,22.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos",3,Data Engineer,5.0,0.0,0.0,0,"Amazon Web Services, Windows Server",SQL,Power BI,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Postman,De 51 a 100 personas,100% remoto,0,8,2,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNS - Universidad Nacional del Sur,Terminar encuesta,No,0.0,Bruto,Responder sobre mis estudios,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1450000.0,989000.0,Mi sueldo está dolarizado (pero cobro en moneda local),480,De uno a tres sueldos,Performance individual,No,0.0,No tuve,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,10.0,0.0,0.0,0,"Amazon Web Services, Azure, Docker, Kubernetes","Go, Javascript, Ruby, SQL","Rails, React.js","Amazon RDS/Aurora, MariaDB, MySQL","Cucumber, Mocha, Selenium",De 5001 a 10000 personas,100% remoto,0,10,2,Terminar encuesta,,,,,,,,,,42,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,360000.0,Cobro parte del salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Clases de idiomas, Horarios flexibles",3,DevOps Engineer,3.0,0.0,2.0,0,"Azure, Docker, Kubernetes, Windows Server",Bash/Shell,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,9,4,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,300000.0,300000.0,Cobro todo el salario en dólares,478,No,No recibo bono,Uno,10.0,Enero,4,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",4,Developer,9.0,2.0,2.0,0,"Azure, Docker, Google Cloud Platform, Windows Server",".NET, C#, Clojure, HTML, Java, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Node.js, SwiftUI",Microsoft SQL Server,"Postman, SoapUI",De 501 a 1000 personas,100% remoto,0,8,0,Responder sobre mis estudios,Terciario,Incompleto,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),302244.0,270000.0,,,No,No recibo bono,Dos,38.0,Mayo,3,"Abono de Internet, Clases de idiomas",3,QA / Tester,2.0,2.0,1.0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"IBM Db2, Microsoft SQL Server","Postman, SoapUI",De 1001 a 2000 personas,100% remoto,0,0,1,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Análisis de Sistemas,UNLA - Universidad Nacional de Lanús,Terminar encuesta,,,,,31,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Participación societaria en una cooperativa,240000.0,,,,No,No recibo bono,Uno,7.0,Mayo,1,Ninguna de las anteriores,1,Technical Leader,12.0,6.0,6.0,11,"Amazon Web Services, Docker, Linux, VMWare","Bash/Shell, HTML, Java, Javascript, Python, Ruby, SQL","Bootstrap, Flask, jQuery, Rails","MongoDB, MySQL, PostgreSQL, Redis, SQLite",RSpec,De 11  a 50  personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,35,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),730000.0,870000.0,Cobro parte del salario en dólares,235,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",3,Data Scientist,6.0,2.0,1.0,0,"Amazon Web Services, Arduino o similar, Firebase, Kubernetes, Linux, Microcontroladores","Arduino, Assembler, Bash/Shell, C, C++, Python, Swift","Flask, TensorFlow, Torch","Amazon DynamoDB, Microsoft SQL Server, MongoDB, MySQL, Redis, SQLite",Postman,Más de 10000 personas,100% remoto,0,0,1,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,500000.0,500000.0,Cobro todo el salario en dólares,480,No,No recibo bono,No,0.0,No tuve,3,"Clases de idiomas, Horarios flexibles",3,Developer,1.0,0.0,0.0,0,"Amazon Web Services, Docker","Java, SQL",Spring,"MySQL, Redis","JUnit, Postman, Selenium",De 201 a 500 personas,Híbrido (presencial y remoto),1,2,2,Responder sobre guardias,Terciario,En curso,Analista de Sistemas,ORT,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1300000.0,1400000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,Consultant,8.0,2.0,2.0,2,"Ninguna de las anteriores, Oracle Commerce Cloud","CSS, HTML, Javascript","Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),390000.0,490000.0,,,Un sueldo,Mix de las anteriores,Dos,20.0,Marzo,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas",3,Analista funcional y documentador,12.0,0.0,0.0,0,"Microcontroladores, VMWare","C, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1000000.0,980000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,15.0,Mayo,3,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Data Engineer,1.0,2.0,0.0,0,"Docker, Google Cloud Platform, Kubernetes","Python, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,3,Terminar encuesta,,,,,,,,,,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,1080000.0,1000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",4,Developer,3.0,0.0,0.0,0,"Amazon Web Services, Serverless","Java, SQL",Spring,"Microsoft SQL Server, PostgreSQL",JUnit,De 51 a 100 personas,100% remoto,0,10,3,Terminar encuesta,,,,,,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),596000.0,495000.0,,,Un sueldo,Mix de las anteriores,Tres,60.0,Marzo,3,"Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado",2,Business Analyst,10.0,2.0,10.0,0,JDE,SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle, SQLite",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),4,7,0,Terminar encuesta,,,,,,,,,,34,Prefiero no decir
Argentina,Provincia de Buenos Aires,Part-Time,Staff (planta permanente),1200000.0,800000.0,,,Un sueldo,permamencia,Dos,50.0,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,12.0,1.0,1.0,25,"Amazon Web Services, Docker, Serverless","Java, Javascript","Akka, Hibernate, Next.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, MySQL","JUnit, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),1,8,4,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,764800.0,688320.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",4,Data Scientist,8.0,0.0,0.0,0,"Amazon Web Services, Docker",Python,"Flask, TensorFlow, Torch",Ninguna de las anteriores,Postman,De 201 a 500 personas,100% remoto,0,10,5,Responder sobre guardias,Universitario,Completo,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,201000.0,1949700.0,Cobro todo el salario en dólares,480,No,No recibo bono,No,0.0,No tuve,1,"Abono de celular, Abono de Internet, Horarios flexibles",3,Developer,3.0,0.0,0.0,0,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux","Bash/Shell, CSS, Javascript, TypeScript","Next.js, Node.js, React.js, Stencil",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,7,3,Terminar encuesta,,,,,,,,,,26,Hombre
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),882608.0,501051.0,,,3+ sueldos,Mix de las anteriores,Uno,45.0,Abril,1,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1,Business Analyst,7.0,3.0,3.0,1,Ninguna de las anteriores,"HTML, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,7,3,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),784993.0,658617.0,,,No,No recibo bono,Más de tres,41.6,Mayo,2,"Abono de celular, Cuota para universidad / posgrados",3,CTO/Dev/SysAdm,15.0,7.0,7.0,1,"Amazon Web Services, Linux","HTML, Java, Javascript, PHP","Bootstrap, jQuery","MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,0,2,Responder sobre guardias,Maestría,En curso,Ingeniería en Informática,UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Terminar encuesta,"Sí, pasiva",0.0,Bruto,Responder sobre mis estudios,36,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),394527.0,313000.0,Cobro parte del salario en dólares,,Un sueldo,Mix de las anteriores,Tres,15.0,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,1.0,1.0,1.0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL, TypeScript","Angular, Spring",Microsoft SQL Server,"JUnit, Postman",Más de 10000 personas,100% remoto,0,10,2,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,20,Mujer Cis
Argentina,Provincia de Buenos Aires,Full-Time,Contractor,2500000.0,2400000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Capacitaciones y/o cursos,4,DevOps Engineer,5.0,0.0,0.0,0,"Amazon Web Services, Docker, Kubernetes, Linux, VMWare, Windows Server","Go, terraform",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,7,2,Terminar encuesta,,,,,,,,,,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),243000.0,202000.0,,,No,No recibo bono,Dos,32.0,Mayo,3,Horarios flexibles,3,SysAdmin,5.0,1.0,1.0,1,Windows Server,VBA,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,7,1,Terminar encuesta,,,,,,,,,,27,Varón Cis
