work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),458000.0,377000.0,,,No,No recibo bono,Dos,30.0,Abril,2,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",2,Architect,20.0,13.0,3.0,8,"Docker, Linux, OpenShift",Python,Django,"MySQL, PostgreSQL",Postman,De 2001a 5000 personas,100% remoto,0,4,4,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,46,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),550000.0,424000.0,Cobro parte del salario en dólares,,De uno a tres sueldos,Mix de las anteriores,Dos,35.0,Abril,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",2,Integrations Developer,5.0,0.0,0.0,0,Amazon Web Services,Ninguno de los anteriores,Mulesoft,Amazon DynamoDB,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,6,1,Responder sobre guardias,Universitario,En curso,Licenciatura en Gestion de Tecnologia de la Informacion,UADE - Universidad Argentina De la Empresa,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,24,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1360000.0,1000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs",3,Data Engineer,12.0,0.0,7.0,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Go, Python, Scala, SQL","Django, Hadoop, Spark","Apache Hive, MySQL, Redis",Postman,De 51 a 100 personas,100% remoto,0,5,5,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),915000.0,654000.0,,,Un sueldo,Mix de las anteriores,Uno,22.0,Mayo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,Analytics Engineer,4.0,0.0,4.0,0,Google Cloud Platform,"Javascript, SQL",jQuery,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),347025.97,288032.0,,,No,No recibo bono,Dos,40.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",2,BI Analyst / Data Analyst,2.0,0.0,0.0,0,SAP,SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),364290.36,302360.99,,,Menos de un sueldo,Performance individual,Uno,36.43,Marzo,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs",3,HelpDesk,11.0,1.0,1.0,0,"Amazon Web Services, Azure, Linux, Windows Server","HTML, Java, Javascript, Python, R, SQL",Node.js,"Amazon Redshift, Amazon HBase, Apache Hive, Cassandra, ElasticSearch, Google Cloud Storage, HANA, IBM Db2, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, Redis, SQLite, Sybase, Teradata",Puppeteer,De 2001a 5000 personas,100% remoto,0,9,1,Terminar encuesta,,,,,,,,,,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,450000.0,475000.0,,,No,No recibo bono,Tres,20.0,Mayo,3,Capacitaciones y/o cursos,3,BI Analyst / Data Analyst,1.0,1.0,1.0,0,"Docker, Firebase, Linux","Bash/Shell, SQL",Ninguno de los anteriores,"MySQL, PostgreSQL",Postman,De 11  a 50  personas,Híbrido (presencial y remoto),1,7,4,Terminar encuesta,,,,,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),375000.0,309000.0,,,No,No recibo bono,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,3.0,0.0,0.0,0,"Amazon Web Services, Docker, Firebase, Kubernetes, Linux","Bash/Shell, Javascript, SQL, TypeScript",Node.js,"ElasticSearch, MongoDB, MySQL, PostgreSQL","Jest, Mocha, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),1,9,2,Terminar encuesta,,,,,,,,,,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1550000.0,1400000.0,Cobro parte del salario en dólares,470,No,No recibo bono,No,0.0,No tuve,4,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,6.0,3.0,3.0,0,Kubernetes,"Groovy, Java, Python, SQL",Spring,"Cassandra, PostgreSQL, Redis","JUnit, Postman",De 2001a 5000 personas,Híbrido (presencial y remoto),1,6,0,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, pasiva",0.0,Neto,Responder sobre mis estudios,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),682556.0,487083.0,,,No,No recibo bono,Uno,20.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,5.0,2.0,2.0,0,Vtex,"CSS, HTML, Javascript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1717000.0,1221000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,43.0,Junio,4,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,QA / Tester,10.0,2.0,2.0,5,Amazon Web Services,"Java, Javascript, TypeScript",Node.js,Ninguna de las anteriores,"Cucumber, Postman",De 201 a 500 personas,Híbrido (presencial y remoto),1,10,3,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,650000.0,,,3+ sueldos,Mix de las anteriores,Tres,35.0,Junio,2,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,Project Manager,15.0,10.0,8.0,20,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"MongoDB, Oracle",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,7,0,Terminar encuesta,,,,,,,,,,35,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000.0,3000.0,Cobro todo el salario en dólares,290,Un sueldo,Performance de la compañía,No,0.0,No tuve,4,"Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles",4,Project Manager,20.0,0.0,0.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,44,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),296760.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Horarios flexibles,3,Developer,0.0,0.0,0.0,0,"Amazon Web Services, Docker, Firebase","HTML, Javascript, TypeScript","Vue.js, Nuxt",Amazon DynamoDB,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,9,3,Terminar encuesta,,,,,,,,,,18,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),368364.0,296434.0,,,Un sueldo,Mix de las anteriores,Dos,53.6,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",4,Developer,1.5,1.5,1.5,0,Linux,".NET, Java, Javascript, SQL",Spring,Microsoft SQL Server,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,6,0,Terminar encuesta,,,,,,,,,,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000.0,350000.0,,,No,No recibo bono,Uno,36.0,Enero,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Business Analyst,2.0,3.0,0.0,0,Netsuite,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Netsuite,De 201 a 500 personas,100% remoto,0,3,2,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,36,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),442630.0,367.383,,,Menos de un sueldo,Performance individual,Uno,19.0,Marzo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Consultant,12.0,1.0,1.0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,8,3,Terminar encuesta,,,,,,,,,,31,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1168919.0,797995.0,,,3+ sueldos,Performance individual,Dos,56.0,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida",2,Architect,28.0,13.0,2.0,17,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, C++, Java, Javascript, Python, SQL, TypeScript","Bootstrap, Flask, Node.js, Spring","Amazon DynamoDB, Amazon Redshift, PostgreSQL","Cucumber, JUnit, Postman, karate",De 501 a 1000 personas,Híbrido (presencial y remoto),1,7,0,Responder sobre guardias,Posgrado/Especialización,Completo,Licenciatura en Informática,UBP - Universidad Blas Pascal,Terminar encuesta,"Sí, pasiva",35000.0,Bruto,Responder sobre mis estudios,48,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),362.882,301.193,,,Menos de un sueldo,Performance individual,Tres,34.0,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",1,Functional Analyst/QA/Tester,2.0,1.0,2.0,0,"Linux, Postman, SoapUI, SQL Oracle, Jira, Bpmn",SQL,Ninguno de los anteriores,Oracle,"Postman, SoapUI",De 101 a 200 personas,100% remoto,0,3,3,Terminar encuesta,,,,,,,,,,37,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),850000.0,515000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,45.0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc)",4,Data Scientist,10.0,4.0,4.0,0,ESRI,"Python, R, SQL",Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),0,10,4,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Geografia,,Terminar encuesta,,,,,36,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),593493.0,411639.0,,,No,No recibo bono,Dos,53.0,Junio,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,Technical Leader,20.0,2.0,2.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,8,0,Terminar encuesta,,,,,,,,,,45,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),345.031,345.031,,,No,No recibo bono,Tres,70.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,1.0,1.0,0,VMWare,"CSS, HTML, Java, Javascript, TypeScript","Angular, Bootstrap, React.js, Spring",Ninguna de las anteriores,JUnit,De 201 a 500 personas,100% remoto,0,8,1,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencias de la Comunicación,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1440000.0,1440000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Software Engineer,4.0,0.0,0.0,0,"Docker, Firebase, Google Cloud Platform, Kubernetes",Python,"Django, FastAPI","Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,7,5,Responder sobre guardias,Universitario,Completo,Arquitectura,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, activa",0.0,Neto,Responder sobre mis estudios,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),414000.0,365000.0,,,No,No recibo bono,Uno,25.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,Consultant,5.0,0.0,0.0,0,"Amazon Web Services, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,5,0,Terminar encuesta,,,,,,,,,,25,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),410000.0,340300.0,,,Menos de un sueldo,"25% del ultimo sueldo bruto, 2 al año",Uno,17.7,Abril,2,"Abono de Internet, Horarios flexibles",2,Administrador de Infraestructura Windows Server,23.0,0.0,17.0,0,"Azure, VMWare, Windows Server",Ninguno de los anteriores,.NET Core,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,7,2,Terminar encuesta,,,,,,,,,,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000.0,930000.0,Cobro todo el salario en dólares,245,Un sueldo,Mix de las anteriores,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,Developer,7.0,2.0,7.0,0,"Amazon Web Services, Docker, Linux","Java, Javascript, Python","Angular, Spring","Cassandra, ElasticSearch, MariaDB, MySQL",JUnit,De 1001 a 2000 personas,100% remoto,0,8,2,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,4000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Horarios flexibles, Stock options / RSUs",4,Data Scientist,10.0,2.0,2.0,4,Docker,"Javascript, Python",React.js,PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,10,1,Responder sobre mis estudios,Doctorado,Completo,Ingeniería Industrial,ITBA Instituto Tecnológico de Buenos Aires,Terminar encuesta,,,,,42,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),277108.0,230000.0,,,No,No recibo bono,Uno,47.0,Enero,2,Ninguna de las anteriores,2,Developer,3.0,2.0,2.0,0,Docker,"Javascript, Python, TypeScript","Django, Next.js, React.js",PostgreSQL,Cypress,De 2 a 10 personas,Híbrido (presencial y remoto),1,7,2,Responder sobre guardias,Universitario,En curso,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),861016.45,581393.0,Cobro parte del salario en dólares,230.65,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,1.0,1.0,1.0,5,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,8,1,Responder sobre guardias,Universitario,Completo,Licenciatura en Informática,UP - Universidad de Palermo,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,41,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),785000.0,,,,De uno a tres sueldos,Performance individual,Más de tres,100.0,Mayo,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,Developer,12.0,2.0,2.0,0,"Amazon Web Services, Linux","Javascript, SQL",Node.js,MySQL,"Jest, JUnit, Postman",De 101 a 200 personas,100% remoto,0,6,4,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),315000.0,315000.0,,,No,No recibo bono,Tres,12.0,Mayo,2,Ninguna de las anteriores,2,Product Manager,3.0,2.0,2.0,6,"Docker, Jira, MariaDB","CSS, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Next.js, Node.js, React.js, Yii2",MariaDB,Postman,De 11  a 50  personas,Híbrido (presencial y remoto),4,7,4,Terminar encuesta,,,,,,,,,,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000.0,600000.0,,,No,No recibo bono,Dos,20.0,Mayo,2,"Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,DevOps Engineer,18.0,5.0,2.0,3,"Docker, Google Cloud Platform, Kubernetes, Linux, VMWare","Bash/Shell, Ruby",WordPress,"Cassandra, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,1,Terminar encuesta,,,,,,,,,,40,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000.0,780000.0,,,Menos de un sueldo,Performance de la compañía,Uno,70.0,Marzo,2,"Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,Architect,20.0,20.0,2.0,2,"AIX, Azure, Mainframe, OpenShift",".NET, C#, COBOL, SQL, Natural mainframe",.NET Core,"IBM Db2, Microsoft SQL Server, Oracle, Adabas",Postman,Más de 10000 personas,Híbrido (presencial y remoto),2,7,2,Terminar encuesta,,,,,,,,,,49,Varón Cis
