work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Chaco,Full-Time,Staff (planta permanente),279000.0,225000.0,TRUE,,,,0,No,No recibo bono,Tres,20,Julio,4,Ninguna de las anteriores,3,SysAdmin / DevOps / SRE,15.0,10.0,10.0,0.0,"*BSD, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,7,,,,,,,,,,45,Varón Cis
Argentina,Chaco,Full-Time,Remoto (empresa de otro país),1400000.0,1400000.0,TRUE,Cobro todo el salario en dólares,200,,,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,3,Developer,10.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Kubernetes, Linux",Javascript,"Node.js, React.js",Ninguna de las anteriores,Jest,De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,35,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),75000.0,65000.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,14,Mayo,2,Horarios flexibles,1,Technical Leader,8.0,5.0,5.0,0.0,"Amazon Web Services, Docker, Linux","Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL","Drupal, Flask, jQuery, Laravel, Node.js, Spring, Vue.js",MySQL,"Cypress, PHPUnit, Postman, Selenium",De 11  a 50  personas,Híbrido (presencial y remoto),0,5,,,,,,,No,0.0,Bruto,30,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),122000.0,106000.0,TRUE,Cobro parte del salario en dólares,130,,0,No,No recibo bono,Más de tres,1%,Julio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Guardería o pago para cubrir costo de guardería",2,Designer,4.0,1.0,1.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,,,,,,,,,,30,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),215000.0,179.0,TRUE,Cobro parte del salario en dólares,125,,,No,No recibo bono,Dos,30,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,10.0,3.0,3.0,0.0,"Docker, Kubernetes","Bash/Shell, CSS, HTML, Javascript",React.js,Ninguna de las anteriores,"Postman, React testing library",Más de 10000 personas,100% remoto,1,10,Universitario,Incompleto,-,-,Informatorio haco,,No,0.0,Neto,31,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),130134.06,107035.0,TRUE,Cobro parte del salario en dólares,129.41,,,No,No recibo bono,Dos,10,Junio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,QA / Tester,3.0,3.0,3.0,0.0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless",Java,Spring,"Amazon RDS/Aurora, Oracle, PostgreSQL","JUnit, Postman, Selenium",De 1001 a 2000 personas,100% remoto,0,7,,,,,,,,,,29,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),340000.0,245000.0,TRUE,Cobro parte del salario en dólares,128 (oficial),,,De uno a tres sueldos,Mix de las anteriores,Uno,16%,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",3,QA Híbrido (Manual y Automation),3.5,0.0,0.0,0.0,Amazon Web Services,Python,"Appium, Selenium, Pytest, boto3",Amazon DynamoDB,"Appium, Postman, Selenium, Pytest",De 1001 a 2000 personas,100% remoto,0,9,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,28,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),275000.0,253000.0,TRUE,Cobro parte del salario en dólares,235,,,No,No recibo bono,Dos,15,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,QA / Tester,5.0,1.0,5.0,0.0,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,"Oracle, SQLite",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,0,,,,,,,,,,25,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),80000.0,75000.0,TRUE,,,,,No,No recibo bono,Tres,12%,Junio,3,Horarios flexibles,3,Developer,5.0,3.0,3.0,0.0,"VMWare, Windows Server","HTML, Javascript, PHP, Python","Bootstrap, CodeIgniter, Django, Drupal, Next.js, Node.js, React.js, WordPress","MariaDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),4,5,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,33,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),251318.0,210391.0,TRUE,,,,,No,No recibo bono,Tres,47,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,1.0,1.0,0.0,0.0,"Docker, Linux","Java, Javascript, Kotlin","Node.js, React.js, Spring","MongoDB, Redis","Jest, JUnit",De 101 a 200 personas,100% remoto,0,9,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Neto,35,Mujer Cis
Argentina,Chaco,Full-Time,Participación societaria en una cooperativa,126000.0,260000.0,TRUE,Cobro parte del salario en dólares,138,,,No,No recibo bono,Dos,30,Julio,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,QA / Tester,5.0,1.0,5.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Postman,De 1001 a 2000 personas,100% remoto,0,10,,,,,,,,,,25,Mujer Cis
Argentina,Chaco,Part-Time,Staff (planta permanente),132000.0,109000.0,TRUE,,,,,No,No recibo bono,Más de tres,30,Mayo,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Viáticos",4,Process Analyst,0.0,0.0,0.0,0.0,"Azure, SAP",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,7,,,,,,,,,,23,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),102000.0,86000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),131,,0,No,No recibo bono,Más de tres,Dolarizado,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",4,Developer,0.0,0.0,0.0,0.0,Ninguna,"Javascript, SQL, Salesforce",Lightning web components,Salesforce,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,Universitario,En curso,Analista Universitario de Sistemas,UTN - Universidad Tecnológica Nacional,,,,,,27,Mujer
Argentina,Chaco,Full-Time,Staff (planta permanente),380000.0,320000.0,TRUE,,,,,Un sueldo,No recibo bono,Dos,70,Julio,3,"Abono de Internet, Descuentos varios (Clarín 365, Club La Nación, etc)",2,Developer,12.0,2.0,2.0,0.0,"Docker, Linux","Bash/Shell, HTML, Javascript, PHP, SQL",Symfony,"ElasticSearch, MySQL, PostgreSQL, Redis",PHPUnit,De 1001 a 2000 personas,100% remoto,0,7,,,,,,,,,,40,Varón cis
Argentina,Chaco,Full-Time,Staff (planta permanente),280000.0,240000.0,TRUE,,,,,No,"no percibo bono, tengo Aguinaldo",Uno,33,Febrero,3,"Abono de Internet, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",3,Developer,14.0,2.0,2.0,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Symfony","ElasticSearch, MySQL, PostgreSQL, Redis","PHPUnit, Postman",De 201 a 500 personas,100% remoto,0,7,,,,,,,,,,39,Varón cis
Argentina,Chubut,Full-Time,Staff (planta permanente),71000.0,85000.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,10,Febrero,1,Ninguna de las anteriores,1,Developer,2.0,2.0,1.0,0.0,"Docker, Linux","COBOL, CSS, HTML, Java, Javascript, PHP, SQL","Bootstrap, Hibernate, Spring",MariaDB,"Postman, Puppeteer",De 2 a 10 personas,100% presencial,0,3,Universitario,Completo,Analista Programador Universitario,Universidad nacional de la patagonia san juan bosco,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,26,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),267000.0,247943.0,TRUE,,,,,Un sueldo,Performance de la compañía,Tres,35,Julio,2,Capacitaciones y/o cursos,3,Soporte local nivel 2 y 3,12.0,3.0,3.0,0.0,"Amazon Web Services, SAP, VMWare, Windows Server","Bash/Shell, VBA",".NET Core, Ninguno de los anteriores","Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),3,7,Universitario,Completo,Analista Programador Universitario,UNPSJB Universidad Nacional de la Patagonia San Juan Bosco,no,,,,,37,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),283815.0,262408.26,TRUE,,,,,No,No recibo bono,Uno,20,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Viáticos",3,Developer,3.0,0.0,0.0,0.0,"Azure, SAP",".NET, C#, HTML, Javascript, SQL, VBA",".NET Core, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Visual Studio Coded UI,De 11  a 50  personas,100% remoto,0,7,,,,,,,,,,29,Varón Cis
Argentina,Chubut,Full-Time,Remoto (empresa de otro país),1250000.0,1250000.0,TRUE,Cobro todo el salario en dólares,210,,,No,No recibo bono,Uno,20,Marzo,4,"Capacitaciones y/o cursos, Clases de idiomas",4,Developer,6.0,1.0,1.0,2.0,"Amazon Web Services, Docker, Kubernetes, Linux, Windows Server",Javascript,Node.js,"Amazon DynamoDB, PostgreSQL",JUnit,De 51 a 100 personas,100% remoto,0,10,,,,,,,,,,29,Varón Cis
Argentina,Chubut,Full-Time,Remoto (empresa de otro país),1130000.0,900000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Uno,25,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,10.0,1.0,3.0,2.0,"Amazon Web Services, Docker, Kubernetes, Linux","HTML, Javascript, PHP, SQL, TypeScript","Next.js, Node.js, React.js, Vue.js","Amazon DynamoDB, MariaDB, MySQL","Jest, Postman, Puppeteer",De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,35,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),270000.0,216000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Uno,20,Julio,4,"Capacitaciones y/o cursos, Clases de idiomas",3,Infosec,7.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Linux","Go, Javascript, Python, SQL",Node.js,MySQL,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,9,,,,,,,,,,32,Varón Cis
Argentina,Chubut,Full-Time,Remoto (empresa de otro país),375000.0,350000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,No,0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,1.0,1.0,1.0,0.0,"Amazon Web Services, Google Cloud Platform, Kubernetes","HTML, Javascript, PHP","jQuery, Node.js, WordPress","MySQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,,,,,,,,,,42,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),325000.0,275000.0,TRUE,,,,,No,No recibo bono,Uno,25,Mayo,2,Lactario en la oficina,1,Developer,5.0,12.0,7.0,0.0,"Amazon Web Services, Heroku, Linux, VMWare, Windows Server","CSS, HTML, Javascript, Python, SQL","Bootstrap, Django, jQuery","Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,7,Universitario,Completo,Licenciatura en Sistemas de Información,Universidad Nacional de la Patagonia San Juan Bosco,,,,,,43,Varón Cis
Argentina,Chubut,Full-Time,Freelance,170000.0,160000.0,TRUE,,,,,No,No recibo bono,Dos,45%,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,Developer,1.0,1.0,1.0,0.0,Docker,"HTML, Javascript, SQL","Bootstrap, Node.js","MariaDB, MySQL",Postman,De 11  a 50  personas,100% remoto,0,9,,,,,,,,,,31,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),315000.0,308000.0,TRUE,,,,0,No,No recibo bono,Más de tres,60%,Julio,3,"Ninguna de las anteriores, Obra social gratuita",3,Developer,3.0,0.0,0.0,0.0,Debian 11,"Bash/Shell, CSS, HTML, Java, Javascript, SQL","Angular, Bootstrap, jQuery, Vue.js, Netbeans","PostgreSQL, DBeaver-ce",Netbeans,De 501 a 1000 personas,100% presencial,0,9,Universitario,En curso,Licenciatura en Sistemas de Información,UNPSJB - Universidad Nacional de la Patagonia San Juan Bosco,No,No,No,0.0,Neto,26,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),240200.0,193350.0,TRUE,,,,,No,No recibo bono,Uno,30,Junio,2,Ninguna de las anteriores,3,Desarrollo y Mantenimiento,12.0,6.0,6.0,0.0,Linux,"Bash/Shell, HTML, PHP","Drupal, WordPress","MariaDB, MongoDB, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,8,Universitario,Completo,Ingeniería en Computación,UNC - Universidad Nacional de Córdoba,,,No,0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),631100.0,529928.0,TRUE,,,,,No,No recibo bono,Más de tres,35%,Julio,4,Ninguna de las anteriores,3,SysAdmin / DevOps / SRE,15.0,11.0,3.0,0.0,"Docker, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,10,Universitario,Completo,Licenciatura en Informática,UNPSJB - Universidad Naciona de la Patagonia San Juan Bosco,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),251275.0,219854.0,TRUE,Cobro parte del salario en dólares,128.75,,,No,No recibo bono,Dos,27,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",4,Developer,5.0,1.0,3.0,0.0,"Amazon Web Services, Docker, Linux","HTML, PHP, SQL",Symfony,MySQL,PHPUnit,De 201 a 500 personas,100% remoto,0,10,,,,,,,,,,34,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),172000.0,172000.0,TRUE,,,,,Menos de un sueldo,Mix de las anteriores,Uno,49,Julio,2,"Capacitaciones y/o cursos, Horarios flexibles, Viáticos",2,Technical Leader,2.0,9.0,3.0,1.0,Linux,"Python, VBA",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Visual Studio Coded UI,De 11  a 50  personas,100% presencial,5,6,,,,,,,,,,33,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),940000.0,800000.0,TRUE,,,,,Menos de un sueldo,Performance de la compañía,Tres,110,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,Manager / Director,23.0,19.0,2.0,40.0,SAP,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,7,,,,,,,,,,47,Varón Cis
Argentina,Chubut,Part-Time,Freelance,300000.0,200000.0,TRUE,,,,,No,No recibo bono,Uno,40,Marzo,1,"Horarios flexibles, Viáticos",3,SysAdmin / DevOps / SRE,22.0,20.0,15.0,0.0,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,5,Secundario,Completo,Tecnicatura en Sistemas,,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,43,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),150.0,112.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,Networking,7.0,7.0,2.0,1.0,Linux,"Python, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% presencial,0,7,Secundario,Completo,Telecomunicaciones,UTN - Universidad Tecnológica Nacional,No o,,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,34,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),230000.0,210000.0,TRUE,,,,,No,No recibo bono,Uno,20,Marzo,2,Ninguna de las anteriores,2,SysAdmin / DevOps / SRE,20.0,18.0,10.0,8.0,"Linux, Windows Server, Oracle","HTML, Java, Javascript, PHP, SQL, PL/SQL","Angular, Laravel, Node.js","MongoDB, MySQL, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,5,2,Universitario,Completo,Analista Programador,UNP Universidad Nacional de la Patagonia,,,,,,48,Varón Cis
Argentina,Chubut,Part-Time,Freelance,60000.0,60000.0,TRUE,,,,,No,No recibo bono,Uno,25%,Julio,3,No tengo,3,HelpDesk,15.0,0.0,0.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),1,7,,,,,,,,,,39,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),400000.0,330000.0,TRUE,,,,,De uno a tres sueldos,Ganancia + día,Más de tres,51,Julio,1,"Lactario en la oficina, Guardería o pago para cubrir costo de guardería",2,Developer,20.0,10.0,3.0,0.0,Windows Server,"CSS, HTML, Java, Javascript, SQL","Angular, Bootstrap, Node.js, Spring","IBM Db2, Microsoft SQL Server, MySQL",Postman,De 501 a 1000 personas,100% presencial,0,7,,,,,,,,,,46,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),80.0,67.0,TRUE,,,,,Menos de un sueldo,Votado por decisión colectiva,No,0,No tuve,4,Capacitaciones y/o cursos,4,Developer,0.0,0.0,0.0,0.0,"Azure, Google Cloud Platform, Windows Server","Java, SQL","Hibernate, Spring",MySQL,"JUnit, Postman",De 501 a 1000 personas,100% remoto,0,10,,,,,,,,,,27,Mujer Cis
Argentina,Chubut,Full-Time,Tercerizado (trabajo a través de consultora o agencia),218000.0,176000.0,TRUE,,,,,No,No recibo bono,Tres,32,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Licencia por nacimiento extendida",3,Developer,2.0,0.0,0.0,0.0,Ninguna de las anteriores,TypeScript,Angular,Teradata,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,,,,,,,,,,30,Mujer Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),300000.0,270000.0,TRUE,,,,,No,No recibo bono,Tres,40,Junio,4,Ninguna de las anteriores,4,Developer,5.0,0.0,0.0,0.0,Linux,"HTML, Java, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, jQuery, Node.js","MySQL, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,0,,,,,,,,,,37,Mujer Cis
Argentina,Chubut,Full-Time,Remoto (empresa de otro país),200000.0,100000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Dos,30%,Julio,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Recruiter / HR,2.0,1.0,0.0,1.0,"Windows Server, G Suite",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,,,,,,,,,,27,Mujer Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),400000.0,320000.0,TRUE,,-,,-,No,No recibo bono,Tres,45,Junio,3,Licencia por nacimiento extendida,3,Project Manager,8.0,4.0,4.0,3.0,"Linux, Windows Server","HTML, Java, Javascript, SQL","Bootstrap, jQuery, Vue.js",PostgreSQL,Visual Studio Coded UI,De 201 a 500 personas,100% presencial,5,4,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,32,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),256700.0,213000.0,TRUE,,,,,Un sueldo,Performance individual,Uno,15,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,SysAdmin / DevOps / SRE,8.0,0.0,2.0,0.0,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Microcontroladores, Serverless","Javascript, Python, Ruby",Ninguno de los anteriores,"Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,7,Terciario,En curso,Tecnicatura Superior en Redes Informaticas,TECLAB,Coderhouse,Javascript y ReactJs,No,0.0,Bruto,28,Varón cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1550000.0,1500000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Uno,10,Marzo,4,Ninguna de las anteriores,4,Developer,10.0,1.0,1.0,0.0,Amazon Web Services,Java,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,9,,,,,,,,,,30,Varón cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),114457.0,95000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,1,Capacitaciones y/o cursos,1,UX Designer,2.0,1.5,1.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,Universitario,En curso,Lic. en comunicación digital e interactiva,UCA - Universidad Católica Argentina,,,,,,28,Varón Trans
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,202000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),130,,,Un sueldo,Performance de la compañía,Más de tres,15,Junio,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Consultor Atlassian,3.0,1.0,3.0,0.0,"Linux, Jira","Bash/Shell, Groovy, Java, Javascript, Python",Node.js,PostgreSQL,Postman,De 2001a 5000 personas,100% remoto,0,8,,,,,,,,,,26,Varón Trans
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),230000.0,210000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,Developer,7.0,0.0,0.0,0.0,"HP-UX, Linux, Solaris","C, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,7,Secundario,Completo,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,No,No,No,0.0,Bruto,34,Varón Trans
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,86000.0,59600.0,TRUE,,,,,No,No recibo bono,Más de tres,65,Julio,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,QA / Tester,1.6,1.6,1.6,0.0,Windows Server,"HTML, Java, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,"JUnit, Postman, Puppeteer, Selenium, SoapUI",De 2001a 5000 personas,Híbrido (presencial y remoto),1,4,Terciario,En curso,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,NAHUAL IT,QA FUNCIONAL,"Sí, pasiva",0.0,Bruto,27,Varón Trans
