work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),832000.0,832000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,No,0,No tuve,4,Capacitaciones y/o cursos,4,SysAdmin / DevOps / SRE,6.0,0.0,4.0,0.0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Windows Server",".NET, Java, Javascript, Python",".NET Core, Angular, Node.js","Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,8,,,,,,,,,,27,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),270000.0,270000.0,TRUE,,,,,No,No recibo bono,Uno,25,Mayo,2,"Abono de celular, Abono de Internet",2,SysAdmin / DevOps / SRE,26.0,0.0,0.0,0.0,"Docker, Linux","Bash/Shell, SQL",Ninguno de los anteriores,"MariaDB, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,9,Universitario,Completo,Ingeniería en Software,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,41,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,200000.0,TRUE,,,,,No,No recibo bono,Dos,60,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,1.0,1.0,0.0,"Amazon Web Services, Linux","Javascript, SQL",Node.js,"Amazon DynamoDB, PostgreSQL",Mocha,De 101 a 200 personas,100% remoto,0,10,Universitario,En curso,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,Digital House,Fullstack Developer,"Sí, activa",25.0,Porcentaje de mi sueldo bruto,23,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),166450.0,138160.0,TRUE,,,,,No,No recibo bono,Uno,15%,Junio,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",3,UX Designer,5.0,2.0,0.0,1.0,"Docker, Linux","CSS, HTML, Javascript, PHP, TypeScript","Angular, Bootstrap, Node.js",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,9,Universitario,Completo,Diseño Gráfico,UNLP - Universidad Nacional de La Plata,,,No,0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),110700.0,91800.0,TRUE,,,,,No,No recibo bono,Uno,25,Abril,1,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida",1,Sales / Pre-Sales,1.0,7.0,1.0,0.0,"Linux, VMWare",SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,3,Universitario,En curso,Ingeniería en Computación,UNTREF,,,,,,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),350000.0,210000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,Uno,50,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,Developer,7.0,1.0,1.0,0.0,Azure,".NET, C#, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",TFS,De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),175.0,152.25,TRUE,,,,,No,No recibo bono,Dos,40%,Junio,2,Ninguna de las anteriores,1,SysAdmin / DevOps / SRE,10.0,12.0,8.0,1.0,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),3,6,,,,,,,,,,34,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1000000.0,780000.0,TRUE,Cobro todo el salario en dólares,,,,De uno a tres sueldos,Mix de las anteriores,No,0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,10.0,2.0,1.0,0.0,"Amazon Web Services, Docker, Kubernetes, Linux","Go, Java, Javascript","Hibernate, Node.js, Spring","PostgreSQL, EventStoreDB","JUnit, Postman",De 101 a 200 personas,100% remoto,0,7,Universitario,Completo,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,,,No,0.0,Porcentaje de mi sueldo bruto,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),220960.0,179564.0,TRUE,,,,,Menos de un sueldo,Votado por decisión colectiva,No,18,Abril,2,Capacitaciones y/o cursos,3,Technical Leader,15.0,12.0,10.0,5.0,Windows Server,"Java, SQL",Ninguno de los anteriores,"Microsoft SQL Server, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,8,,,,,,,,,,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Participación societaria en una cooperativa,256000.0,256000.0,TRUE,,,,,De uno a tres sueldos,Performance de la compañía,Uno,15,Abril,2,"Capacitaciones y/o cursos, Clases de idiomas",2,Developer,6.0,0.0,0.0,0.0,"Docker, Linux","Java, TypeScript","Angular, Hibernate, Spring",PostgreSQL,JUnit,De 101 a 200 personas,100% remoto,0,7,Terciario,Completo,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,,,,,,33,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),310000.0,230000.0,TRUE,,,,,No,No recibo bono,Uno,45,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,SysAdmin / DevOps / SRE,15.0,6.0,6.0,0.0,"Amazon Web Services, Azure, Linux, Serverless, Windows Server","Python, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,0,Secundario,Completo,,,,,"Sí, pasiva",20.0,Porcentaje de mi sueldo bruto,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),120000.0,98000.0,TRUE,,,,,Menos de un sueldo,Mix de las anteriores,Uno,15%,Junio,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",1,QA / Tester,4.0,0.0,3.0,0.0,Amazon Web Services,"CSS, HTML, Javascript",Bootstrap,MySQL,Postman,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,3,,,,,,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),215000.0,180000.0,TRUE,,,,,No,No recibo bono,Uno,18,Mayo,2,Ninguna de las anteriores,2,SysAdmin / DevOps / SRE,10.0,10.0,0.0,1.0,"Linux, SAP, VMWare, Windows Server",SQL,Ninguno de los anteriores,"HANA, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,5,,,,,,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),180000.0,150000.0,TRUE,,,,,Un sueldo,Votado por decisión colectiva,Dos,50,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Viáticos",3,BI Analyst / Data Analyst,2.0,0.0,0.0,0.0,Azure,"Bash/Shell, SQL",Hadoop,"Apache Hive, Teradata",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,,,,,,,,,,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Freelance,230000.0,230000.0,TRUE,Cobro todo el salario en dólares,232,,0,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,3,Developer,1.0,1.0,1.0,0.0,Ninguna de las anteriores,"CSS, HTML, Java, Javascript, Python","Bootstrap, jQuery, Spring",MySQL,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,6,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),320000.0,223000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),,,,No,No recibo bono,Dos,30%,Julio,2,"Abono de Internet, Comidas pagas / subvencionadas",2,QA Test Lead & Scrum Master,15.0,3.0,3.0,4.0,Ninguna de las anteriores,"HTML, Python, SQL","Drupal, WordPress","MongoDB, MySQL","SoapUI, Test Complete, TFS, Visual Studio Coded UI",Más de 10000 personas,Híbrido (presencial y remoto),1,5,,,,,,,,,,36,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,207500.0,TRUE,,,,,Un sueldo,Performance individual,Uno,25,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,4.0,0.0,0.0,0.0,Ninguna de las anteriores,".NET, C#, HTML, SQL",.NET Core,"Microsoft SQL Server, MongoDB, MySQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),90000.0,110000.0,TRUE,,,,,No,No recibo bono,Más de tres,40,Junio,3,Abono de celular,2,Developer,18.0,18.0,9.0,2.0,Ninguna de las anteriores,"Delphi, SQL","Ficheros, RawFB, RawPG, RawFBAC (todos de desarrollo propio)","MySQL, PostgreSQL, Firebird",Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,8,Terciario,Completo,Analista de Sistemas,ISFDyT N 20,,,,,,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),96000.0,80000.0,TRUE,,,,0,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,2,HelpDesk,5.0,0.0,0.0,0.0,"VMWare, Windows Server",SQL,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,7,,,,,,,,,,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,200000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Uno,50,Enero,2,"Abono de Internet, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,10.0,2.0,2.0,0.0,"Docker, Kubernetes, Linux",PHP,Vue.js,"MySQL, PostgreSQL",Postman,De 501 a 1000 personas,100% remoto,0,7,,,,,,,,,,35,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,160000.0,TRUE,,,,,Un sueldo,Performance de la compañía,Uno,40,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos",2,Infosec,6.0,6.0,5.0,7.0,"Azure, Windows Server",Python,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,35,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,230000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Uno,21,Junio,3,"Abono de celular, Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",3,Project Manager,15.0,0.0,0.0,9.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,6,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,48,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),660000.0,660000.0,TRUE,Cobro todo el salario en dólares,,,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,7.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Serverless",Javascript,Node.js,"Amazon DynamoDB, PostgreSQL","Jest, Mocha",De 101 a 200 personas,100% remoto,0,5,,,,,,,,,,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),183000.0,152000.0,TRUE,Cobro parte del salario en dólares,,,,No,No recibo bono,Uno,52,Marzo,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Data Scientist,3.0,2.0,2.0,0.0,"Amazon Web Services, Docker, Linux","Bash/Shell, Python","Flask, TensorFlow, Torch, FastAPI",MongoDB,Postman,De 11  a 50  personas,100% remoto,0,8,Universitario,Completo,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),180518.0,149829.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Uno,25.7,Abril,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,3.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript","jQuery, Next.js, Node.js, React.js",PostgreSQL,"Jest, Postman",De 11  a 50  personas,100% remoto,0,0,Universitario,Incompleto,Ingeniería Eléctrica,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,25,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,864000.0,TRUE,Cobro todo el salario en dólares,"127,5",,,De uno a tres sueldos,Performance de la compañía,Más de tres,42%,Julio,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Data Engineer,12.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Firebase, Kubernetes, Linux","Bash/Shell, Java, Python, SQL","Hadoop, Spark","Amazon Redshift, Amazon RDS/Aurora, Apache Hive, ElasticSearch, Microsoft SQL Server, PostgreSQL, Redis",Visual Studio Coded UI,De 101 a 200 personas,100% remoto,0,10,Terciario,Completo,Inteligencia de Negocios/ Economía,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,42,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),183586.0,158072.0,TRUE,,,,,No,No recibo bono,Uno,23%,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",2,Data Engineer,1.0,1.0,1.0,0.0,"Linux, Mainframe","Python, SQL","Hadoop, Spark",Teradata,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),280.0,220.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Dos,52%,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,Developer,3.0,1.0,1.0,0.0,"OpenShift, Serverless","Javascript, TypeScript","Angular, Node.js, React.js",Ninguna de las anteriores,Jest,De 2001a 5000 personas,Híbrido (presencial y remoto),2,8,,,,,,,,,,22,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Freelance,250000.0,250000.0,TRUE,Cobro todo el salario en dólares,225,,,No,No recibo bono,No,0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer / Proyect M,4.0,1.0,1.0,3.0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Python, TypeScript","Angular, Django, jQuery",PostgreSQL,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,8,Universitario,Completo,Tecnicatura en Programación,UNQ - Universidad Nacional de Quilmes,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,43,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),188440.56,156406.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,SysAdmin / DevOps / SRE,6.0,4.0,4.0,0.0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, OpenStack, Serverless, VMWare","Bash/Shell, C++, Go, Python, Ruby",Ninguno de los anteriores,"Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, Oracle, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,10,Universitario,En curso,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,,,,,,25,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),175000.0,140000.0,TRUE,,,,,Menos de un sueldo,Performance de la compañía,Más de tres,59,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,15.0,11.0,0.0,14.0,"Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,8,,,,,,,,,,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),954200.0,954200.0,TRUE,Cobro todo el salario en dólares,,,0,Un sueldo,Performance individual,No,0,No tuve,4,"Abono de Internet, Clases de idiomas, Horarios flexibles",3,Developer,3.0,0.0,0.0,0.0,"Docker, Serverless","Javascript, TypeScript","Node.js, React.js",MongoDB,Postman,De 11  a 50  personas,100% remoto,0,10,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1160463.7,835148.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,38,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,Machine Learning Engineer,5.0,0.0,0.0,0.0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Apache Hive, Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,6,Maestría,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,,,No,0.0,Neto,32,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),180000.0,153000.0,TRUE,,,,,Menos de un sueldo,Performance grupal,Dos,30,Julio,2,Horarios flexibles,2,Developer,10.0,10.0,1.0,0.0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Ruby, SQL","Bootstrap, jQuery, Rails","MySQL, Redis",Postman,De 101 a 200 personas,100% remoto,0,6,,,,,,,,,,30,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),108700.0,92358.0,TRUE,,,,,Menos de un sueldo,Performance de la compañía,Uno,33,Mayo,1,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,BI Analyst / Data Analyst,3.0,3.0,3.0,0.0,"Amazon Web Services, Docker","Groovy, Python, SQL",React.js,PostgreSQL,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,3,,,,,,,,,,27,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),156981.0,133000.0,TRUE,Cobro parte del salario en dólares,126,,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,CX,0.0,0.0,0.0,0.0,"Google Cloud Platform, Jira",SQL,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,10,Universitario,En curso,Telecomunicaciones,UP - Universidad de Palermo,,,,,,24,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),646272.0,429307.0,TRUE,,,,,De uno a tres sueldos,Performance individual,Dos,40,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,12.0,0.0,1.0,4.0,"Amazon Web Services, Docker, Kubernetes","Java, Kotlin","Hibernate, Spring",Amazon RDS/Aurora,"Cucumber, JUnit, Postman",De 1001 a 2000 personas,100% remoto,0,9,Universitario,En curso,Analista Programador Universitario,IUA - Instituto Universitario Aeronáutico,,,No,0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),322000.0,240547.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",2,Consultant,6.0,0.0,0.0,0.0,SAP,ABAP,SAP,HANA,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,4,Universitario,En curso,Licenciatura en Informática,UM - Universidad de Morón,,,No,0.0,Porcentaje de mi sueldo bruto,29,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),460000.0,280000.0,TRUE,,,,,Un sueldo,Performance individual,Dos,60,Julio,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida",3,Technical Leader,14.0,1.0,1.0,3.0,"Amazon Web Services, Google Cloud Platform","Go, Java, Kotlin, SQL","Hibernate, Spring","Amazon DynamoDB, Cassandra, MySQL, Oracle, PostgreSQL",JUnit,Más de 10000 personas,100% remoto,0,8,Universitario,Completo,Analista de Sistemas,Caece,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,40,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),330000.0,250000.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,20,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes",4,Technical Leader,3.0,1.0,1.0,2.0,"Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift","HTML, Java, Javascript, Python, SQL, TypeScript","Flask, Hibernate, React.js, Spring","MongoDB, MySQL, PostgreSQL, Redis","Jest, JUnit",Más de 10000 personas,100% remoto,0,9,,,,,,,,,,26,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),153000.0,129000.0,TRUE,,,,,No,No recibo bono,Dos,35,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,2.0,0.0,0.0,0.0,"Azure, Docker, Linux","Bash/Shell, PHP","Laravel, WordPress","MariaDB, MySQL",Postman,De 201 a 500 personas,100% remoto,0,5,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Remoto (empresa de otro país),150000.0,125000.0,TRUE,,,,,De uno a tres sueldos,Performance individual,Uno,15,Mayo,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",3,Developer,0.0,0.0,0.0,0.0,"Amazon Web Services, Docker","Bash/Shell, Javascript, TypeScript",React.js,Ninguna de las anteriores,"Cypress, Jest, Mocha",De 201 a 500 personas,100% remoto,0,7,,,,,,,,,,20,Varón Cis
Argentina,Provincia de Buenos Aires,Part-Time,Freelance,56000.0,0.0,TRUE,,,,,No,No recibo bono,Uno,10,Marzo,2,Ninguna de las anteriores,2,Developer,2.0,1.0,1.0,0.0,Linux,"PHP, SQL","jQuery, React.js","MariaDB, MySQL",Ninguna de las anteriores,1 (solamente yo),100% remoto,0,0,,,,,,,,,,28,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),282696.0,234000.0,TRUE,,,,,No,No recibo bono,Más de tres,59,Junio,3,Horarios flexibles,2,Developer,5.0,5.0,1.0,2.0,"Amazon Web Services, Azure, Serverless",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, angularjs","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server","Cypress, JUnit, Xunit",De 11  a 50  personas,Híbrido (presencial y remoto),1,7,Posgrado/Especialización,Incompleto,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,,,No,0.0,Porcentaje de mi sueldo bruto,34,Varón Cis
